"s_info_compname"	"s_info_windcode"	"s_info_name"	"id"
"辽宁曙光汽车集团股份有限公司"	"600303.SH"	"ST曙光"	"1"
"江苏恒顺醋业股份有限公司"	"600305.SH"	"恒顺醋业"	"2"
"甘肃酒钢集团宏兴钢铁股份有限公司"	"600307.SH"	"酒钢宏兴"	"3"
"山东华泰纸业股份有限公司"	"600308.SH"	"华泰股份"	"4"
"万华化学集团股份有限公司"	"600309.SH"	"万华化学"	"5"
"广西桂东电力股份有限公司"	"600310.SH"	"桂东电力"	"6"
"河南平高电气股份有限公司"	"600312.SH"	"平高电气"	"7"
"上海家化联合股份有限公司"	"600315.SH"	"上海家化"	"8"
"江西洪都航空工业股份有限公司"	"600316.SH"	"洪都航空"	"9"
"上海振华重工(集团)股份有限公司"	"600320.SH"	"振华重工"	"10"
"天津市房地产发展(集团)股份有限公司"	"600322.SH"	"天房发展"	"11"
"无锡商业大厦大东方股份有限公司"	"600327.SH"	"大东方"	"12"
"中盐内蒙古化工股份有限公司"	"600328.SH"	"中盐化工"	"13"
"津药达仁堂集团股份有限公司"	"600329.SH"	"达仁堂"	"14"
"广州白云山医药集团股份有限公司"	"600332.SH"	"白云山"	"15"
"长春燃气股份有限公司"	"600333.SH"	"长春燃气"	"16"
"国机汽车股份有限公司"	"600335.SH"	"国机汽车"	"17"
"澳柯玛股份有限公司"	"600336.SH"	"澳柯玛"	"18"
"陕西航天动力高科技股份有限公司"	"600343.SH"	"航天动力"	"19"
"武汉长江通信产业集团股份有限公司"	"600345.SH"	"长江通信"	"20"
"山东高速股份有限公司"	"600350.SH"	"山东高速"	"21"
"浙江龙盛集团股份有限公司"	"600352.SH"	"浙江龙盛"	"22"
"成都旭光电子股份有限公司"	"600353.SH"	"旭光电子"	"23"
"精伦电子股份有限公司"	"600355.SH"	"精伦电子"	"24"
"承德新新钒钛股份有限公司"	"600357.SH"	"承德钒钛(退市)"	"25"
"吉林华微电子股份有限公司"	"600360.SH"	"华微电子"	"26"
"江西铜业股份有限公司"	"600362.SH"	"江西铜业"	"27"
"通化葡萄酒股份有限公司"	"600365.SH"	"ST通葡"	"28"
"宁波韵升股份有限公司"	"600366.SH"	"宁波韵升"	"29"
"广西五洲交通股份有限公司"	"600368.SH"	"五洲交通"	"30"
"西南证券股份有限公司"	"600369.SH"	"西南证券"	"31"
"江苏宁沪高速公路股份有限公司"	"600377.SH"	"宁沪高速"	"32"
"陕西宝光真空电器股份有限公司"	"600379.SH"	"宝光股份"	"33"
"广东明珠集团股份有限公司"	"600382.SH"	"ST广珠"	"34"
"金地(集团)股份有限公司"	"600383.SH"	"金地集团"	"35"
"福建龙净环保股份有限公司"	"600388.SH"	"ST龙净"	"36"
"南通江山农药化工股份有限公司"	"600389.SH"	"江山股份"	"37"
"盛和资源控股股份有限公司"	"600392.SH"	"盛和资源"	"38"
"国电南瑞科技股份有限公司"	"600406.SH"	"国电南瑞"	"39"
"唐山三友化工股份有限公司"	"600409.SH"	"三友化工"	"40"
"北京华胜天成科技股份有限公司"	"600410.SH"	"华胜天成"	"41"
"武汉祥龙电业股份有限公司"	"600769.SH"	"祥龙电业"	"42"
"江苏综艺股份有限公司"	"600770.SH"	"综艺股份"	"43"
"湘潭电机股份有限公司"	"600416.SH"	"湘电股份"	"44"
"昆药集团股份有限公司"	"600422.SH"	"昆药集团"	"45"
"北京三元食品股份有限公司"	"600429.SH"	"三元股份"	"46"
"北方导航控制技术股份有限公司"	"600435.SH"	"北方导航"	"47"
"漳州片仔癀药业股份有限公司"	"600436.SH"	"片仔癀"	"48"
"通威股份有限公司"	"600438.SH"	"通威股份"	"49"
"河南瑞贝卡发制品股份有限公司"	"600439.SH"	"瑞贝卡"	"50"
"华纺股份有限公司"	"600448.SH"	"华纺股份"	"51"
"重庆涪陵电力实业股份有限公司"	"600452.SH"	"涪陵电力"	"52"
"西安博通资讯股份有限公司"	"600455.SH"	"博通股份"	"53"
"宝鸡钛业股份有限公司"	"600456.SH"	"宝钛股份"	"54"
"贵研铂业股份有限公司"	"600459.SH"	"贵研铂业"	"55"
"杭州士兰微电子股份有限公司"	"600460.SH"	"士兰微"	"56"
"北京空港科技园区股份有限公司"	"600463.SH"	"空港股份"	"57"
"天津百利特精电气股份有限公司"	"600468.SH"	"百利电气"	"58"
"风神轮胎股份有限公司"	"600469.SH"	"风神股份"	"59"
"湖南湘邮科技股份有限公司"	"600476.SH"	"湘邮科技"	"60"
"湖南科力远新能源股份有限公司"	"600478.SH"	"科力远"	"61"
"株洲千金药业股份有限公司"	"600479.SH"	"千金药业"	"62"
"凌云工业股份有限公司"	"600480.SH"	"凌云股份"	"63"
"双良节能系统股份有限公司"	"600481.SH"	"双良节能"	"64"
"江苏扬农化工股份有限公司"	"600486.SH"	"扬农化工"	"65"
"江苏亨通光电股份有限公司"	"600487.SH"	"亨通光电"	"66"
"广誉远中药股份有限公司"	"600771.SH"	"广誉远"	"67"
"东方通信股份有限公司"	"600776.SH"	"东方通信"	"68"
"中储发展股份有限公司"	"600787.SH"	"中储股份"	"69"
"山东鲁抗医药股份有限公司"	"600789.SH"	"鲁抗医药"	"70"
"国电电力发展股份有限公司"	"600795.SH"	"国电电力"	"71"
"浙江钱江生物化学股份有限公司"	"600796.SH"	"钱江生化"	"72"
"浙大网新科技股份有限公司"	"600797.SH"	"浙大网新"	"73"
"天津渤海化学股份有限公司"	"600800.SH"	"渤海化学"	"74"
"华新水泥股份有限公司"	"600801.SH"	"华新水泥"	"75"
"鹏博士电信传媒集团股份有限公司"	"600804.SH"	"ST鹏博士"	"76"
"神马实业股份有限公司"	"600810.SH"	"神马股份"	"77"
"东方集团股份有限公司"	"600811.SH"	"东方集团"	"78"
"安信信托股份有限公司"	"600816.SH"	"ST安信"	"79"
"中路股份有限公司"	"600818.SH"	"中路股份"	"80"
"上海耀皮玻璃集团股份有限公司"	"600819.SH"	"耀皮玻璃"	"81"
"上海隧道工程股份有限公司"	"600820.SH"	"隧道股份"	"82"
"上海物资贸易股份有限公司"	"600822.SH"	"上海物贸"	"83"
"中金黄金股份有限公司"	"600489.SH"	"中金黄金"	"84"
"龙元建设集团股份有限公司"	"600491.SH"	"龙元建设"	"85"
"长江精工钢结构(集团)股份有限公司"	"600496.SH"	"精工钢构"	"86"
"航天晨光股份有限公司"	"600501.SH"	"航天晨光"	"87"
"华丽家族股份有限公司"	"600503.SH"	"华丽家族"	"88"
"新疆库尔勒香梨股份有限公司"	"600506.SH"	"香梨股份"	"89"
"方大特钢科技股份有限公司"	"600507.SH"	"方大特钢"	"90"
"新疆天富能源股份有限公司"	"600509.SH"	"天富能源"	"91"
"黑牡丹(集团)股份有限公司"	"600510.SH"	"黑牡丹"	"92"
"江苏联环药业股份有限公司"	"600513.SH"	"联环药业"	"93"
"方大炭素新材料科技股份有限公司"	"600516.SH"	"方大炭素"	"94"
"浙江华海药业股份有限公司"	"600521.SH"	"华海药业"	"95"
"江苏中天科技股份有限公司"	"600522.SH"	"中天科技"	"96"
"贵州贵航汽车零部件股份有限公司"	"600523.SH"	"贵航股份"	"97"
"山东省药用玻璃股份有限公司"	"600529.SH"	"山东药玻"	"98"
"上海交大昂立股份有限公司"	"600530.SH"	"交大昂立"	"99"
"上海智汇未来医疗服务股份有限公司"	"600532.SH"	"未来股份"	"100"
"上海益民商业集团股份有限公司"	"600824.SH"	"益民集团"	"101"
"上海新华传媒股份有限公司"	"600825.SH"	"新华传媒"	"102"
"上海百联集团股份有限公司"	"600827.SH"	"百联股份"	"103"
"哈药集团人民同泰医药股份有限公司"	"600829.SH"	"人民同泰"	"104"
"上海机电股份有限公司"	"600835.SH"	"上海机电"	"105"
"上海港集装箱股份有限公司"	"T00018.SH"	"上港集箱(退市)"	"106"
"广东金莱特电器股份有限公司"	"002723.SZ"	"金莱特"	"107"
"东易日盛家居装饰集团股份有限公司"	"002713.SZ"	"东易日盛"	"108"
"南京栖霞建设股份有限公司"	"600533.SH"	"栖霞建设"	"109"
"北京市大龙伟业房地产开发股份有限公司"	"600159.SH"	"大龙地产"	"110"
"福建龙溪轴承(集团)股份有限公司"	"600592.SH"	"龙溪股份"	"111"
"河南豫光金铅股份有限公司"	"600531.SH"	"豫光金铅"	"112"
"上海大屯能源股份有限公司"	"600508.SH"	"上海能源"	"113"
"山西杏花村汾酒厂股份有限公司"	"600809.SH"	"山西汾酒"	"114"
"青海金瑞矿业发展股份有限公司"	"600714.SH"	"金瑞矿业"	"115"
"上海现代制药股份有限公司"	"600420.SH"	"国药现代"	"116"
"新余钢铁股份有限公司"	"600782.SH"	"新钢股份"	"117"
"北京昊华能源股份有限公司"	"601101.SH"	"昊华能源"	"118"
"烽火通信科技股份有限公司"	"600498.SH"	"烽火通信"	"119"
"青岛啤酒股份有限公司"	"600600.SH"	"青岛啤酒"	"120"
"江苏悦达投资股份有限公司"	"600805.SH"	"悦达投资"	"121"
"上海中西药业股份有限公司"	"600842.SH"	"中西药业(退市)"	"122"
"中油龙昌股份有限公司"	"600772.SH"	"S*ST龙昌(退市)"	"123"
"青海盐湖工业集团股份有限公司"	"000578.SZ"	"盐湖集团(退市)"	"124"
"浙江浙能电力股份有限公司"	"600023.SH"	"浙能电力"	"125"
"美的集团股份有限公司"	"000333.SZ"	"美的集团"	"126"
"北京四方继保自动化股份有限公司"	"601126.SH"	"四方股份"	"127"
"光大证券股份有限公司"	"601788.SH"	"光大证券"	"128"
"长城汽车股份有限公司"	"601633.SH"	"长城汽车"	"129"
"上海亚通股份有限公司"	"600692.SH"	"亚通股份"	"130"
"福建东百集团股份有限公司"	"600693.SH"	"东百集团"	"131"
"长春欧亚集团股份有限公司"	"600697.SH"	"欧亚集团"	"132"
"宁波均胜电子股份有限公司"	"600699.SH"	"均胜电子"	"133"
"光明房地产集团股份有限公司"	"600708.SH"	"光明地产"	"134"
"江苏凤凰置业投资股份有限公司"	"600716.SH"	"凤凰股份"	"135"
"东软集团股份有限公司"	"600718.SH"	"东软集团"	"136"
"大连热电股份有限公司"	"600719.SH"	"ST热电"	"137"
"甘肃祁连山水泥集团股份有限公司"	"600720.SH"	"祁连山"	"138"
"宁波富达股份有限公司"	"600724.SH"	"宁波富达"	"139"
"山东鲁北化工股份有限公司"	"600727.SH"	"鲁北化工"	"140"
"湖南海利化工股份有限公司"	"600731.SH"	"湖南海利"	"141"
"辽宁成大股份有限公司"	"600739.SH"	"辽宁成大"	"142"
"山西焦化股份有限公司"	"600740.SH"	"山西焦化"	"143"
"华域汽车系统股份有限公司"	"600741.SH"	"华域汽车"	"144"
"长春一汽富维汽车零部件股份有限公司"	"600742.SH"	"一汽富维"	"145"
"大唐华银电力股份有限公司"	"600744.SH"	"华银电力"	"146"
"江苏索普化工股份有限公司"	"600746.SH"	"江苏索普"	"147"
"江中药业股份有限公司"	"600750.SH"	"江中药业"	"148"
"福建东方银星投资股份有限公司"	"600753.SH"	"东方银星"	"149"
"长江出版传媒股份有限公司"	"600757.SH"	"长江传媒"	"150"
"辽宁能源煤电产业股份有限公司"	"600758.SH"	"辽宁能源"	"151"
"安徽合力股份有限公司"	"600761.SH"	"安徽合力"	"152"
"通策医疗股份有限公司"	"600763.SH"	"通策医疗"	"153"
"广晟有色金属股份有限公司"	"600259.SH"	"广晟有色"	"154"
"湖北凯乐科技股份有限公司"	"600260.SH"	"*ST凯乐"	"155"
"浙江阳光照明电器集团股份有限公司"	"600261.SH"	"阳光照明"	"156"
"内蒙古北方重型汽车股份有限公司"	"600262.SH"	"北方股份"	"157"
"北京城建投资发展股份有限公司"	"600266.SH"	"城建发展"	"158"
"浙江海正药业股份有限公司"	"600267.SH"	"海正药业"	"159"
"国电南京自动化股份有限公司"	"600268.SH"	"国电南自"	"160"
"航天信息股份有限公司"	"600271.SH"	"航天信息"	"161"
"上海开开实业股份有限公司"	"600272.SH"	"开开实业"	"162"
"江苏恒瑞医药股份有限公司"	"600276.SH"	"恒瑞医药"	"163"
"亿利洁能股份有限公司"	"600277.SH"	"亿利洁能"	"164"
"东方国际创业股份有限公司"	"600278.SH"	"东方创业"	"165"
"重庆港股份有限公司"	"600279.SH"	"重庆港"	"166"
"南京钢铁股份有限公司"	"600282.SH"	"南钢股份"	"167"
"上海浦东建设股份有限公司"	"600284.SH"	"浦东建设"	"168"
"河南羚锐制药股份有限公司"	"600285.SH"	"羚锐制药"	"169"
"江苏舜天股份有限公司"	"600287.SH"	"江苏舜天"	"170"
"内蒙古西水创业股份有限公司"	"600291.SH"	"退市西水(退市)"	"171"
"内蒙古鄂尔多斯资源股份有限公司"	"600295.SH"	"鄂尔多斯"	"172"
"兰州铝业股份有限公司"	"600296.SH"	"S兰铝(退市)"	"173"
"维维食品饮料股份有限公司"	"600300.SH"	"维维股份"	"174"
"西安标准工业股份有限公司"	"600302.SH"	"标准股份"	"175"
"上海电力股份有限公司"	"600021.SH"	"上海电力"	"176"
"华电国际电力股份有限公司"	"600027.SH"	"华电国际"	"177"
"中国南方航空股份有限公司"	"600029.SH"	"南方航空"	"178"
"福建发展高速公路股份有限公司"	"600033.SH"	"福建高速"	"179"
"湖北楚天智能交通股份有限公司"	"600035.SH"	"楚天高速"	"180"
"北京歌华有线电视网络股份有限公司"	"600037.SH"	"歌华有线"	"181"
"中航直升机股份有限公司"	"600038.SH"	"中直股份"	"182"
"保利发展控股集团股份有限公司"	"600048.SH"	"保利发展"	"183"
"中国联合网络通信股份有限公司"	"600050.SH"	"中国联通"	"184"
"宁波联合集团股份有限公司"	"600051.SH"	"宁波联合"	"185"
"浙江东望时代科技股份有限公司"	"600052.SH"	"东望时代"	"186"
"中国医药健康产业股份有限公司"	"600056.SH"	"中国医药"	"187"
"五矿发展股份有限公司"	"600058.SH"	"五矿发展"	"188"
"浙江古越龙山绍兴酒股份有限公司"	"600059.SH"	"古越龙山"	"189"
"海信视像科技股份有限公司"	"600060.SH"	"海信视像"	"190"
"安徽皖维高新材料股份有限公司"	"600063.SH"	"皖维高新"	"191"
"南京高科股份有限公司"	"600064.SH"	"南京高科"	"192"
"黑龙江省海国龙油石化股份有限公司"	"600065.SH"	"*ST联谊(退市)"	"193"
"宇通客车股份有限公司"	"600066.SH"	"宇通客车"	"194"
"上海梅林正广和股份有限公司"	"600073.SH"	"上海梅林"	"195"
"新疆天业股份有限公司"	"600075.SH"	"新疆天业"	"196"
"江苏澄星磷化工股份有限公司"	"600078.SH"	"*ST澄星"	"197"
"人福医药集团股份公司"	"600079.SH"	"人福医药"	"198"
"金花企业(集团)股份有限公司"	"600080.SH"	"金花股份"	"199"
"东风电子科技股份有限公司"	"600081.SH"	"东风科技"	"200"
"江苏博信投资控股股份有限公司"	"600083.SH"	"*ST博信"	"201"
"东方金钰股份有限公司"	"600086.SH"	"退市金钰(退市)"	"202"
"陕西精密合金股份有限公司"	"600092.SH"	"S*ST精密(退市)"	"203"
"上海大名城企业股份有限公司"	"600094.SH"	"大名城"	"204"
"湘财股份有限公司"	"600095.SH"	"湘财股份"	"205"
"云南云天化股份有限公司"	"600096.SH"	"云天化"	"206"
"同方股份有限公司"	"600100.SH"	"同方股份"	"207"
"福建省青山纸业股份有限公司"	"600103.SH"	"青山纸业"	"208"
"上海汽车集团股份有限公司"	"600104.SH"	"上汽集团"	"209"
"江苏永鼎股份有限公司"	"600105.SH"	"永鼎股份"	"210"
"中国北方稀土(集团)高科技股份有限公司"	"600111.SH"	"北方稀土"	"211"
"浙江东日股份有限公司"	"600113.SH"	"浙江东日"	"212"
"中国东方航空股份有限公司"	"600115.SH"	"中国东航"	"213"
"西宁特殊钢股份有限公司"	"600117.SH"	"西宁特钢"	"214"
"中国东方红卫星股份有限公司"	"600118.SH"	"中国卫星"	"215"
"山西兰花科技创业股份有限公司"	"600123.SH"	"兰花科创"	"216"
"中铁铁龙集装箱物流股份有限公司"	"600125.SH"	"铁龙物流"	"217"
"重庆太极实业(集团)股份有限公司"	"600129.SH"	"太极集团"	"218"
"宁波波导股份有限公司"	"600130.SH"	"波导股份"	"219"
"重庆啤酒股份有限公司"	"600132.SH"	"重庆啤酒"	"220"
"武汉东湖高新集团股份有限公司"	"600133.SH"	"东湖高新"	"221"
"中青旅控股股份有限公司"	"600138.SH"	"中青旅"	"222"
"金发科技股份有限公司"	"600143.SH"	"金发科技"	"223"
"新疆亿路万源实业控股股份有限公司"	"600145.SH"	"退市新亿(退市)"	"224"
"北海国发川山生物股份有限公司"	"600538.SH"	"国发股份"	"225"
"山东黄金矿业股份有限公司"	"600547.SH"	"山东黄金"	"226"
"深圳高速公路集团股份有限公司"	"600548.SH"	"深高速"	"227"
"保定天威保变电气股份有限公司"	"600550.SH"	"保变电气"	"228"
"河北太行水泥股份有限公司"	"600553.SH"	"太行水泥(退市)"	"229"
"江苏康缘药业股份有限公司"	"600557.SH"	"康缘药业"	"230"
"四川大西洋焊接材料股份有限公司"	"600558.SH"	"大西洋"	"231"
"江西长运股份有限公司"	"600561.SH"	"江西长运"	"232"
"国睿科技股份有限公司"	"600562.SH"	"国睿科技"	"233"
"安阳钢铁股份有限公司"	"600569.SH"	"安阳钢铁"	"234"
"恒生电子股份有限公司"	"600570.SH"	"恒生电子"	"235"
"信雅达科技股份有限公司"	"600571.SH"	"信雅达"	"236"
"浙江康恩贝制药股份有限公司"	"600572.SH"	"康恩贝"	"237"
"福建省燕京惠泉啤酒股份有限公司"	"600573.SH"	"惠泉啤酒"	"238"
"铜陵精达特种电磁线股份有限公司"	"600577.SH"	"精达股份"	"239"
"北京京能电力股份有限公司"	"600578.SH"	"京能电力"	"240"
"天地科技股份有限公司"	"600582.SH"	"天地科技"	"241"
"海洋石油工程股份有限公司"	"600583.SH"	"海油工程"	"242"
"长春一东离合器股份有限公司"	"600148.SH"	"长春一东"	"243"
"厦门建发股份有限公司"	"600153.SH"	"建发股份"	"244"
"中体产业集团股份有限公司"	"600158.SH"	"中体产业"	"245"
"山西省国新能源股份有限公司"	"600617.SH"	"国新能源"	"246"
"上海氯碱化工股份有限公司"	"600618.SH"	"氯碱化工"	"247"
"上海市天宸股份有限公司"	"600620.SH"	"天宸股份"	"248"
"上海华鑫股份有限公司"	"600621.SH"	"华鑫股份"	"249"
"上海复旦复华科技股份有限公司"	"600624.SH"	"复旦复华"	"250"
"上海申达股份有限公司"	"600626.SH"	"申达股份"	"251"
"上海输配电股份有限公司"	"600627.SH"	"上电股份(退市)"	"252"
"上海龙头(集团)股份有限公司"	"600630.SH"	"龙头股份"	"253"
"上海大众公用事业(集团)股份有限公司"	"600635.SH"	"大众公用"	"254"
"上海新黄浦实业集团股份有限公司"	"600638.SH"	"新黄浦"	"255"
"有研新材料股份有限公司"	"600206.SH"	"有研新材"	"256"
"上海紫江企业集团股份有限公司"	"600210.SH"	"紫江企业"	"257"
"西藏诺迪康药业股份有限公司"	"600211.SH"	"西藏药业"	"258"
"扬州亚星客车股份有限公司"	"600213.SH"	"亚星客车"	"259"
"浙江医药股份有限公司"	"600216.SH"	"浙江医药"	"260"
"山东南山铝业股份有限公司"	"600219.SH"	"南山铝业"	"261"
"青岛城市传媒股份有限公司"	"600229.SH"	"城市传媒"	"262"
"凌源钢铁股份有限公司"	"600231.SH"	"凌钢股份"	"263"
"民丰特种纸股份有限公司"	"600235.SH"	"民丰特纸"	"264"
"广西桂冠电力股份有限公司"	"600236.SH"	"桂冠电力"	"265"
"云南城投置业股份有限公司"	"600239.SH"	"ST云城"	"266"
"辽宁时代万恒股份有限公司"	"600241.SH"	"ST时万"	"267"
"青海华鼎实业股份有限公司"	"600243.SH"	"青海华鼎"	"268"
"陕西建工集团股份有限公司"	"600248.SH"	"陕西建工"	"269"
"广西梧州中恒集团股份有限公司"	"600252.SH"	"中恒集团"	"270"
"广汇能源股份有限公司"	"600256.SH"	"广汇能源"	"271"
"申能股份有限公司"	"600642.SH"	"申能股份"	"272"
"上海外高桥集团股份有限公司"	"600648.SH"	"外高桥"	"273"
"上海飞乐音响股份有限公司"	"600651.SH"	"飞乐音响"	"274"
"辽宁申华控股股份有限公司"	"600653.SH"	"申华控股"	"275"
"上海陆家嘴金融贸易区开发股份有限公司"	"600663.SH"	"陆家嘴"	"276"
"无锡市太极实业股份有限公司"	"600667.SH"	"太极实业"	"277"
"浙江尖峰集团股份有限公司"	"600668.SH"	"尖峰集团"	"278"
"四川川投能源股份有限公司"	"600674.SH"	"川投能源"	"279"
"上海交运集团股份有限公司"	"600676.SH"	"交运股份"	"280"
"浙江华媒控股股份有限公司"	"000607.SZ"	"华媒控股"	"281"
"阳光新业地产股份有限公司"	"000608.SZ"	"阳光股份"	"282"
"焦作万方铝业股份有限公司"	"000612.SZ"	"焦作万方"	"283"
"海航投资集团股份有限公司"	"000616.SZ"	"ST海投"	"284"
"吉林化学工业股份有限公司"	"000618.SZ"	"吉林化工(退市)"	"285"
"海螺(安徽)节能环保新材料股份有限公司"	"000619.SZ"	"海螺新材"	"286"
"新华联文化旅游发展股份有限公司"	"000620.SZ"	"新华联"	"287"
"铜陵有色金属集团股份有限公司"	"000630.SZ"	"铜陵有色"	"288"
"顺发恒业股份公司"	"000631.SZ"	"顺发恒业"	"289"
"广东风华高新科技股份有限公司"	"000636.SZ"	"风华高科"	"290"
"万方城镇投资发展股份有限公司"	"000638.SZ"	"*ST万方"	"291"
"中钨高新材料股份有限公司"	"000657.SZ"	"中钨高新"	"292"
"长春高新技术产业(集团)股份有限公司"	"000661.SZ"	"长春高新"	"293"
"福建省永安林业(集团)股份有限公司"	"000663.SZ"	"永安林业"	"294"
"经纬纺织机械股份有限公司"	"000666.SZ"	"经纬纺机"	"295"
"当代东方投资股份有限公司"	"000673.SZ"	"当代退"	"296"
"襄阳汽车轴承股份有限公司"	"000678.SZ"	"襄阳轴承"	"297"
"大连友谊(集团)股份有限公司"	"000679.SZ"	"大连友谊"	"298"
"山推工程机械股份有限公司"	"000680.SZ"	"山推股份"	"299"
"视觉(中国)文化发展股份有限公司"	"000681.SZ"	"视觉中国"	"300"
"中山公用事业集团股份有限公司"	"000685.SZ"	"中山公用"	"301"
"东北证券股份有限公司"	"000686.SZ"	"东北证券"	"302"
"沈阳惠天热电股份有限公司"	"000692.SZ"	"惠天热电"	"303"
"佳木斯金地造纸股份有限公司"	"000699.SZ"	"S*ST佳纸(退市)"	"304"
"厦门信达股份有限公司"	"000701.SZ"	"厦门信达"	"305"
"湖南正虹科技发展股份有限公司"	"000702.SZ"	"正虹科技"	"306"
"广东锦龙发展股份有限公司"	"000712.SZ"	"锦龙股份"	"307"
"合肥丰乐种业股份有限公司"	"000713.SZ"	"丰乐种业"	"308"
"中兴-沈阳商业大厦(集团)股份有限公司"	"000715.SZ"	"中兴商业"	"309"
"利欧集团股份有限公司"	"002131.SZ"	"利欧股份"	"310"
"河南恒星科技股份有限公司"	"002132.SZ"	"恒星科技"	"311"
"广宇集团股份有限公司"	"002133.SZ"	"广宇集团"	"312"
"安徽安纳达钛业股份有限公司"	"002136.SZ"	"安纳达"	"313"
"深圳市实益达科技股份有限公司"	"002137.SZ"	"实益达"	"314"
"航天通信控股集团股份有限公司"	"600677.SH"	"*ST航通(退市)"	"315"
"四川金顶(集团)股份有限公司"	"600678.SH"	"四川金顶"	"316"
"南京新街口百货商店股份有限公司"	"600682.SH"	"南京新百"	"317"
"中船海洋与防务装备股份有限公司"	"600685.SH"	"中船防务"	"318"
"厦门金龙汽车集团股份有限公司"	"600686.SH"	"金龙汽车"	"319"
"湖南博云新材料股份有限公司"	"002297.SZ"	"博云新材"	"320"
"苏州固锝电子股份有限公司"	"002079.SZ"	"苏州固锝"	"321"
"中材科技股份有限公司"	"002080.SZ"	"中材科技"	"322"
"孚日集团股份有限公司"	"002083.SZ"	"孚日股份"	"323"
"山东鲁阳节能材料股份有限公司"	"002088.SZ"	"鲁阳节能"	"324"
"江苏金智科技股份有限公司"	"002090.SZ"	"金智科技"	"325"
"国脉科技股份有限公司"	"002093.SZ"	"国脉科技"	"326"
"湖南南岭民用爆破器材股份有限公司"	"002096.SZ"	"南岭民爆"	"327"
"山河智能装备股份有限公司"	"002097.SZ"	"山河智能"	"328"
"天康生物股份有限公司"	"002100.SZ"	"天康生物"	"329"
"广博集团股份有限公司"	"002103.SZ"	"广博股份"	"330"
"恒宝股份有限公司"	"002104.SZ"	"恒宝股份"	"331"
"深圳莱宝高科技股份有限公司"	"002106.SZ"	"莱宝高科"	"332"
"山东沃华医药科技股份有限公司"	"002107.SZ"	"沃华医药"	"333"
"福建三钢闽光股份有限公司"	"002110.SZ"	"三钢闽光"	"334"
"三变科技股份有限公司"	"002112.SZ"	"三变科技"	"335"
"三维通信股份有限公司"	"002115.SZ"	"三维通信"	"336"
"中国海诚工程科技股份有限公司"	"002116.SZ"	"中国海诚"	"337"
"东港股份有限公司"	"002117.SZ"	"东港股份"	"338"
"深圳市科陆电子科技股份有限公司"	"002121.SZ"	"科陆电子"	"339"
"湘潭电化科技股份有限公司"	"002125.SZ"	"湘潭电化"	"340"
"浙江银轮机械股份有限公司"	"002126.SZ"	"银轮股份"	"341"
"广东甘化科工股份有限公司"	"000576.SZ"	"甘化科工"	"342"
"无锡威孚高科技集团股份有限公司"	"000581.SZ"	"威孚高科"	"343"
"四川托普软件投资股份有限公司"	"000583.SZ"	"S*ST托普(退市)"	"344"
"安徽古井贡酒股份有限公司"	"000596.SZ"	"古井贡酒"	"345"
"成都市兴蓉环境股份有限公司"	"000598.SZ"	"兴蓉环境"	"346"
"青岛双星股份有限公司"	"000599.SZ"	"青岛双星"	"347"
"广东韶能集团股份有限公司"	"000601.SZ"	"韶能股份"	"348"
"浙江巨化股份有限公司"	"600160.SH"	"巨化股份"	"349"
"北汽福田汽车股份有限公司"	"600166.SH"	"福田汽车"	"350"
"联美量子股份有限公司"	"600167.SH"	"联美控股"	"351"
"武汉三镇实业控股股份有限公司"	"600168.SH"	"武汉控股"	"352"
"太原重工股份有限公司"	"600169.SH"	"太原重工"	"353"
"上海建工集团股份有限公司"	"600170.SH"	"上海建工"	"354"
"河南黄河旋风股份有限公司"	"600172.SH"	"黄河旋风"	"355"
"卧龙地产集团股份有限公司"	"600173.SH"	"卧龙地产"	"356"
"美都能源股份有限公司"	"600175.SH"	"退市美都(退市)"	"357"
"瑞茂通供应链管理股份有限公司"	"600180.SH"	"瑞茂通"	"358"
"云大科技股份有限公司"	"600181.SH"	"*ST云大(退市)"	"359"
"广东生益科技股份有限公司"	"600183.SH"	"生益科技"	"360"
"北方光电股份有限公司"	"600184.SH"	"光电股份"	"361"
"格力地产股份有限公司"	"600185.SH"	"格力地产"	"362"
"黑龙江国中水务股份有限公司"	"600187.SH"	"国中水务"	"363"
"兖矿能源集团股份有限公司"	"600188.SH"	"兖矿能源"	"364"
"吉林泉阳泉股份有限公司"	"600189.SH"	"泉阳泉"	"365"
"上海复星医药(集团)股份有限公司"	"600196.SH"	"复星医药"	"366"
"新疆伊力特实业股份有限公司"	"600197.SH"	"伊力特"	"367"
"江苏吴中医药发展股份有限公司"	"600200.SH"	"江苏吴中"	"368"
"福建福日电子股份有限公司"	"600203.SH"	"福日电子"	"369"
"安徽海螺水泥股份有限公司"	"600585.SH"	"海螺水泥"	"370"
"用友网络科技股份有限公司"	"600588.SH"	"用友网络"	"371"
"上海航空股份有限公司"	"600591.SH"	"*ST上航(退市)"	"372"
"贵州益佰制药股份有限公司"	"600594.SH"	"益佰制药"	"373"
"浙江新安化工集团股份有限公司"	"600596.SH"	"新安股份"	"374"
"光明乳业股份有限公司"	"600597.SH"	"光明乳业"	"375"
"熊猫金控股份有限公司"	"600599.SH"	"ST熊猫"	"376"
"方正科技集团股份有限公司"	"600601.SH"	"*ST方科"	"377"
"上海市北高新股份有限公司"	"600604.SH"	"市北高新"	"378"
"绿地控股集团股份有限公司"	"600606.SH"	"绿地控股"	"379"
